run_id,scored_at,churn_probability,risk_level,Tenure,SatisfactionScore,Complain
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08460526,LOW,17.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.13031271,LOW,7.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017823353,LOW,8.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.016460963,LOW,16.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0004946341,LOW,20.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15435097,LOW,2.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.667957,MEDIUM,10.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.010680821,LOW,29.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8969912,HIGH,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0011366172,LOW,27.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8725073,HIGH,3.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08284412,LOW,0.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.48714462,MEDIUM,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09573327,LOW,10.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.46462154,MEDIUM,3.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9524886,HIGH,4.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.024746303,LOW,11.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.054146465,LOW,5.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.098851435,LOW,14.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09390096,LOW,3.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.29676005,LOW,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.98691666,HIGH,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.019844363,LOW,31.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.98396504,HIGH,15.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.95468456,HIGH,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.41094738,MEDIUM,14.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.2294729,LOW,10.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9365405,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8487684,HIGH,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.44324183,MEDIUM,13.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.27401385,LOW,13.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00012224742,LOW,23.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9532429,HIGH,,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.92786926,HIGH,21.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0061740573,LOW,5.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00015698311,LOW,30.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9599951,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0031485313,LOW,15.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12710313,LOW,20.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03894827,LOW,13.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0005455524,LOW,27.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.052433096,LOW,9.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.18942644,LOW,11.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.60790044,MEDIUM,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9241713,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.050011262,LOW,3.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0008328802,LOW,26.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9846251,HIGH,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.01711141,LOW,2.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.036033265,LOW,6.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,7.11879e-05,LOW,22.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00034903293,LOW,27.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.007971665,LOW,23.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0012531936,LOW,23.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017887047,LOW,4.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9136436,HIGH,,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.77968997,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.22235371,LOW,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.019965762,LOW,19.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.02016861,LOW,14.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.98394775,HIGH,,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.04168819,LOW,3.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.4889834,MEDIUM,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00018474933,LOW,28.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.061397213,LOW,6.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.012724434,LOW,16.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.93050206,HIGH,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.97546005,HIGH,5.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0016348812,LOW,26.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0016925812,LOW,26.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.06307026,LOW,5.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.06744356,LOW,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9705127,HIGH,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.33290046,LOW,0.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.19041584,LOW,13.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8753366,HIGH,1.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.021915246,LOW,21.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.95264804,HIGH,,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.56174624,MEDIUM,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0009340998,LOW,22.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030232318,LOW,2.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.98544633,HIGH,,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.010502388,LOW,12.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8331906,HIGH,,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.83024204,HIGH,,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.30292428,LOW,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07749618,LOW,15.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.39821276,LOW,11.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9605806,HIGH,12.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0866988,LOW,21.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.22848397,LOW,3.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.30237383,LOW,3.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0075788302,LOW,17.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.5382696,MEDIUM,0.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.002007905,LOW,24.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.23869827,LOW,16.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.044410728,LOW,19.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.109112315,LOW,11.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.18347268,LOW,15.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.013221042,LOW,6.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.038190883,LOW,5.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.037723824,LOW,15.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.27968362,LOW,1.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99421,HIGH,1.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.01586406,LOW,4.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0013741389,LOW,28.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8202371,HIGH,1.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.23626053,LOW,13.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008747795,LOW,9.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.23166233,LOW,14.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07024285,LOW,0.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.88296545,HIGH,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9756056,HIGH,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017521668,LOW,3.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.328238,LOW,8.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.054345686,LOW,11.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03579286,LOW,17.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0029271063,LOW,17.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08544802,LOW,7.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.62743,MEDIUM,0.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9678339,HIGH,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.002830136,LOW,19.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15935059,LOW,3.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03181021,LOW,14.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.004155287,LOW,28.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0007310842,LOW,28.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.16754714,LOW,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00032400034,LOW,25.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.89673066,HIGH,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.06429941,LOW,3.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.052065294,LOW,15.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.095845066,LOW,9.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.056924578,LOW,12.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.33252668,LOW,1.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.13407022,LOW,5.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.11991844,LOW,5.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.053289164,LOW,6.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.046716664,LOW,18.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.06448224,LOW,13.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07870126,LOW,9.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08997271,LOW,9.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10899707,LOW,4.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0030306634,LOW,8.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.030665863,LOW,9.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9706269,HIGH,1.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.04258721,LOW,15.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00302954,LOW,24.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0010578134,LOW,24.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.031071283,LOW,2.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00014859061,LOW,19.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008152408,LOW,16.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.075910345,LOW,21.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008561657,LOW,2.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12307701,LOW,6.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8162489,HIGH,12.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0013005715,LOW,30.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07139529,LOW,12.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15788354,LOW,8.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.97703916,HIGH,3.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.028266491,LOW,11.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.6689292,MEDIUM,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.040288184,LOW,3.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9227216,HIGH,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08444821,LOW,8.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10884337,LOW,4.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.1255486,LOW,5.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00018506475,LOW,31.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.05891831,LOW,4.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017677952,LOW,12.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07956551,LOW,7.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00497933,LOW,12.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.20725611,LOW,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0076463623,LOW,14.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.19746564,LOW,18.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9879182,HIGH,,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03405225,LOW,11.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.64124256,MEDIUM,21.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.048116706,LOW,9.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0512515,LOW,10.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.05348287,LOW,8.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0017734295,LOW,25.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.1406799,LOW,14.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9069108,HIGH,0.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.97956616,HIGH,1.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.002567072,LOW,14.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.035058845,LOW,11.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12855291,LOW,3.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9874206,HIGH,0.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.1881946,LOW,19.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.02816915,LOW,20.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.050493315,LOW,,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00051771937,LOW,28.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.53614295,MEDIUM,,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.20242588,LOW,5.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.13648461,LOW,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99342805,HIGH,,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.13377912,LOW,15.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9976808,HIGH,0.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.017658545,LOW,5.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.15180616,LOW,5.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008867763,LOW,15.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.044223778,LOW,2.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.75575227,HIGH,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.018679198,LOW,24.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03646395,LOW,16.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.96275806,HIGH,1.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9813447,HIGH,0.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008142343,LOW,29.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09050667,LOW,20.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.008466797,LOW,20.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0048586647,LOW,7.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.12141599,LOW,19.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.37194356,LOW,9.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0012309508,LOW,13.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0019501547,LOW,6.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.018887099,LOW,10.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.028025856,LOW,9.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.6111001,MEDIUM,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.25230297,LOW,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.011842213,LOW,12.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.21205433,LOW,5.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.1987451,LOW,8.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.448002,MEDIUM,1.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.17141281,LOW,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.052688845,LOW,16.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.033429686,LOW,18.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.03186607,LOW,5.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.022770226,LOW,6.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.8518153,HIGH,,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.02171055,LOW,9.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00036839064,LOW,24.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.014730842,LOW,10.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0017950869,LOW,22.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.027129265,LOW,6.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0605156,LOW,3.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9936406,HIGH,0.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.98889726,HIGH,0.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9959979,HIGH,1.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.053279832,LOW,5.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.13207431,LOW,10.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0003728662,LOW,27.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9870008,HIGH,0.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.06588303,LOW,15.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0087279,LOW,5.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9796814,HIGH,21.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.081144504,LOW,14.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.012209104,LOW,11.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07359949,LOW,10.0,5,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.11131222,LOW,14.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.40334082,MEDIUM,0.0,2,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08428411,LOW,19.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.20528266,LOW,3.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9805546,HIGH,11.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.053997003,LOW,3.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.013137997,LOW,10.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.004849847,LOW,21.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.14236037,LOW,14.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07234094,LOW,9.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.06511785,LOW,11.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09525605,LOW,5.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.21909924,LOW,9.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00041548704,LOW,28.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.022320276,LOW,9.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.00088773936,LOW,24.0,3,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9939215,HIGH,0.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0743745,LOW,4.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.061206896,LOW,2.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.09848105,LOW,8.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.87986606,HIGH,1.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0020808794,LOW,31.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.025703184,LOW,17.0,1,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.019089479,LOW,10.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9743077,HIGH,1.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.054643992,LOW,12.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.037834622,LOW,16.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.012518945,LOW,6.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.363955,LOW,3.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.21136454,LOW,9.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07129058,LOW,17.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.9125548,HIGH,12.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.1532359,LOW,16.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.98702776,HIGH,0.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0018175789,LOW,25.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.10116771,LOW,20.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.08500986,LOW,12.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.014149953,LOW,7.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.07564058,LOW,12.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.99811125,HIGH,1.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0015779353,LOW,18.0,4,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.012665743,LOW,7.0,1,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.011269511,LOW,14.0,2,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0037207468,LOW,12.0,5,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.2334218,LOW,16.0,3,0
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0005600829,LOW,30.0,4,1
run_20260625_112527,2026-06-25 11:25:27.354880+00:00,0.0017836229,LOW,25.0,4,0
